SEQ,LINK_NO,CASE_REF,CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_PAN,WEEK_START,AGGREGATE_CASH,P_SUSPICIOUS,RULE_THEN,THRESHOLD_THEN,RULE_NOW,THRESHOLD_NOW,CITATION,WHY_NO_ALERT,AGGRAVATING,MITIGATING,EVIDENCE,CONTENT_HASH,CHAIN_HASH
536,521,CU-100635|2025-11-10,CU-100635,Customer 100635,LKTRU8331E,2025-11-10,862550.67,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      862,551 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 20.62 times declared monthly income for a retired individual with no legitimate cash-intensive business, yet 80% of deposits sit just below round numbers—a classic structuring signature—and 47% of funds are transferred out electronically within the window, consistent with rapid layering rather than operational retention.","The activity shows moderate week-to-week volatility (0.28) rather than the sharp bursts typical of structuring, cash has appeared consistently over 21 weeks in 54% of periods suggesting an ongoing pattern rather than a one-off scheme, and funds are only partially moved out (47%) rather than fully drained, which could indicate the customer is managing liquidity for a legitimate but undeclared cash-based activity or family business.","{
  ""avg_deposit"": 172510,
  ""cash_vs_monthly_income"": 20.62,
  ""days_since_kyc"": 664,
  ""declared_annual_income"": 502000,
  ""deposits_just_under_round_pct"": 80,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.47,
  ""prior_alert_count"": 6,
  ""risk_rating"": ""MEDIUM"",
  ""weekly_volatility"": 2.800000000000000e-01,
  ""weeks_since_cash_began"": 21,
  ""weeks_with_cash_activity_pct"": 53.8
}",9229a34686e84cf23fd22f55ed7ec5caa795699be5f053dbf2b5744a98e1dcea,56bf343331754a08831b0de6fccbed3b718af63e3200fc29c98207b4479a8065
537,522,CU-100676|2025-09-01,CU-100676,Customer 100676,JOFKD4637E,2025-09-01,870052.77,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      870,053 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 15.72 times declared monthly income for a salaried banking employee—an occupation with no legitimate cash-handling requirement—and 87.5% of deposits sit just below round numbers, a hallmark of deliberate threshold avoidance in structuring.","Cash activity has been sustained over 26 weeks with moderate volatility (0.29), appearing in 61.5% of weeks, which suggests an ongoing pattern rather than a one-time burst; legitimate side businesses (retail, trading) can generate regular cash flows that employees fail to update in KYC records.","{
  ""avg_deposit"": 108757,
  ""cash_vs_monthly_income"": 15.72,
  ""days_since_kyc"": 493,
  ""declared_annual_income"": 664000,
  ""deposits_just_under_round_pct"": 87.5,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.68,
  ""prior_alert_count"": 6,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.900000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 61.5
}",ec64afe87a8d9ae98022adcdfee1ac5736e54637bb1f0e62a8db2dc4782ae50b,6cf3cfe2f809f63865c96c577fe0b6f8bea181b85ea11f12237d25da7fccfc8f
538,523,CU-100676|2025-10-06,CU-100676,Customer 100676,JOFKD4637E,2025-10-06,965114.18,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      965,114 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 17.44 times declared monthly income for a salaried banking employee—an occupation with no legitimate reason for handling large cash volumes—and 68% of deposited cash is immediately transferred out via electronic channels, consistent with rapid layering behavior.","Cash activity has been consistent over 26 weeks (61.5% of weeks active) with moderate volatility (0.27), suggesting an established pattern rather than a sudden burst; the customer may be operating an undeclared side business or acting as an informal cash collector for family/community trade that has simply not been documented in KYC.","{
  ""avg_deposit"": 193023,
  ""cash_vs_monthly_income"": 17.44,
  ""days_since_kyc"": 528,
  ""declared_annual_income"": 664000,
  ""deposits_just_under_round_pct"": 80,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.68,
  ""prior_alert_count"": 7,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.700000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 61.5
}",88cbf7d86b8e757aaf4c704f3f3922f2d74100e7d7df482c4d54b828c771c132,7ccc53a7bd2a6aff40823321199ce5b618770fb26f6b7071141aa523ef2cb4ae
539,524,CU-100676|2025-12-22,CU-100676,Customer 100676,JOFKD4637E,2025-12-22,948775.85,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      948,776 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 17.15 times declared monthly income for a salaried banking employee—an occupation with no legitimate reason to handle large cash flows. This extreme disproportionality, combined with 66% rapid outward transfer via electronic channels, suggests classic layering behavior where cash is converted to electronic funds and quickly moved.","Activity has persisted steadily for 25 weeks with 73% of weeks showing cash deposits and relatively low volatility (0.21), indicating an established, ongoing pattern rather than sudden bursts. The use of a single branch and natural variation in deposit amounts suggests operational consistency more typical of a side business than deliberate structuring, and only 16.7% of deposits sit just below round thresholds.","{
  ""avg_deposit"": 158129,
  ""cash_vs_monthly_income"": 17.15,
  ""days_since_kyc"": 605,
  ""declared_annual_income"": 664000,
  ""deposits_just_under_round_pct"": 16.7,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.66,
  ""prior_alert_count"": 8,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.100000000000000e-01,
  ""weeks_since_cash_began"": 25,
  ""weeks_with_cash_activity_pct"": 73.1
}",df048cd4fbfe935fac3ebd54dc5e4e8624651b0a135cabdca614b1d91819a407,6eb4eee144ab7a8b9e622978382aa712fb34a0f603eb3565b0c1b768a177486b
540,525,CU-100676|2025-12-29,CU-100676,Customer 100676,JOFKD4637E,2025-12-29,855114.08,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      855,114 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 15.45 times declared monthly income for a salaried banking employee—an occupation with no legitimate cash-handling business. This extreme disproportionality, combined with 68% of deposited cash being immediately transferred out via electronic channels, suggests classic layering behavior where the account is being used as a conduit rather than for genuine business retention of funds.","The activity shows strong temporal consistency over 26 weeks (76.9% of weeks active) with low volatility (0.2), indicating steady, predictable behavior rather than the burst pattern typical of structuring. The deposits do not cluster below reporting thresholds (0% just below round numbers), and the sustained regularity suggests an ongoing legitimate cash-generating activity that may simply be undeclared or mis-categorized in KYC records.","{
  ""avg_deposit"": 122159,
  ""cash_vs_monthly_income"": 15.45,
  ""days_since_kyc"": 612,
  ""declared_annual_income"": 664000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.68,
  ""prior_alert_count"": 8,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.000000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 76.9
}",511a309c0cfeb1277c963e01af357842b7647150e48f6c1cf236dce6f4bacbe7,5c6aff7612a8afb57152c7199231d5e05400512fc8b0dc6c1788c9b6bdf7f902
541,526,CU-100676|2026-01-19,CU-100676,Customer 100676,JOFKD4637E,2026-01-19,853693.47,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      853,693 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.",Cash volume is 15.43 times declared monthly income for a salaried banking employee—an occupation with no legitimate reason to handle large cash flows. This extreme disproportion between declared income source and cash activity is the clearest red flag.,"Cash activity has been consistent over 26 weeks (present in 77% of weeks) with relatively low volatility (0.21), suggesting an established pattern rather than sudden bursts. The steady, sustained nature over half a year resembles ongoing business operations, not a short-term structuring scheme.","{
  ""avg_deposit"": 213423,
  ""cash_vs_monthly_income"": 15.43,
  ""days_since_kyc"": 633,
  ""declared_annual_income"": 664000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.7,
  ""prior_alert_count"": 8,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.100000000000000e-01,
  ""weeks_since_cash_began"": 25,
  ""weeks_with_cash_activity_pct"": 76.9
}",78b47761a77bed7f61c6b76b0edd372c0a595aa2e5d41cb35fbba0e948c1ca44,4caec9bebc9a87dc7a4ce6aa84dafbceaeae3ddc4ee9d0e913269c83b03ed749
542,527,CU-100676|2026-02-23,CU-100676,Customer 100676,JOFKD4637E,2026-02-23,910763.1,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      910,763 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 16.46 times declared monthly income for a salaried banking employee—an occupation with no legitimate cash-handling requirement. This extreme disproportionality, combined with 69% of deposited cash being immediately transferred out via electronic channels, suggests the account is being used as a conduit rather than for personal banking needs.","The activity shows strong regularity over 26 weeks (76.9% of weeks active, low volatility of 0.14), consistent with an ongoing business operation rather than burst-pattern structuring. The deposits are large (averaging INR 455k) rather than being broken into small amounts to avoid thresholds, and the customer uses only one branch, suggesting established routine rather than evasion behavior.","{
  ""avg_deposit"": 455382,
  ""cash_vs_monthly_income"": 16.46,
  ""days_since_kyc"": 668,
  ""declared_annual_income"": 664000,
  ""deposits_just_under_round_pct"": 50,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.69,
  ""prior_alert_count"": 8,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 1.400000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 76.9
}",3a9e79eb77a306340e3a42439ba51fce9d4fca6f5a480264a152811ead98966e,53123a4532eef4e77628ec1b81632d51b007f507f6f6d34110315ad1a690e0ec
543,528,CU-100676|2026-06-15,CU-100676,Customer 100676,JOFKD4637E,2026-06-15,937790.9,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      937,791 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 16.95 times declared monthly income for a salaried banking employee—an occupation with zero legitimate cash-handling needs. Combined with 88% immediate outflow via electronic transfer and 100% of deposits sitting just below round numbers, this shows the classic structuring pattern: cash arriving in controlled amounts and being layered out quickly rather than funding business operations.","The activity has persisted steadily for 26 weeks (73% of weeks active) with low volatility (0.2), showing the regular rhythm of genuine business rather than opportunistic bursts. The customer maintains a low internal risk rating despite 10 prior alerts (suggesting those were cleared), and uses only one branch consistently—behavior more typical of an undeclared but legitimate side business than deliberate laundering infrastructure.","{
  ""avg_deposit"": 468895,
  ""cash_vs_monthly_income"": 16.95,
  ""days_since_kyc"": 780,
  ""declared_annual_income"": 664000,
  ""deposits_just_under_round_pct"": 100,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.88,
  ""prior_alert_count"": 10,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.000000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 73.1
}",c15b351ba8e54547a808f2512739daf5f6450537930fa194f2f876bb0fddce97,29b2c763b7d366b65e1a444751be1f17d8240eb4a3803c2d2b2601bd81513c3e
544,529,CU-100676|2026-06-22,CU-100676,Customer 100676,JOFKD4637E,2026-06-22,912169.83,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      912,170 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 16.48 times declared monthly income for a salaried banking employee—an occupation with no legitimate cash-handling requirement—combined with 90% immediate outward transfer, creating a classic pump-and-dump structure inconsistent with any plausible personal or business need.","Cash activity has been sustained and regular over all 26 weeks (73% participation rate) with low volatility (0.2), suggesting an established pattern rather than a sudden burst; this consistency and the moderate coefficient of variation indicate a genuine ongoing economic activity, possibly an undeclared side business in retail or services that generates steady cash flow.","{
  ""avg_deposit"": 228042,
  ""cash_vs_monthly_income"": 16.48,
  ""days_since_kyc"": 787,
  ""declared_annual_income"": 664000,
  ""deposits_just_under_round_pct"": 75,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.9,
  ""prior_alert_count"": 10,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.000000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 73.1
}",8666d1c1381df3f6b15acc028dd5e6c16e141cb7dc91cf98cdac053b73e8e08f,fb7c24326d4134239cbb70f67b561163c1aae0625210a0f50073727b4e48249f
545,530,CU-100676|2026-06-29,CU-100676,Customer 100676,JOFKD4637E,2026-06-29,827114.09,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      827,114 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 15 times declared monthly income for a salaried banking employee—an occupation with no legitimate cash-handling requirement—combined with 88% immediate outward transfer, creating a classic pass-through pattern inconsistent with any plausible personal or business need.","Activity has persisted steadily for the full 26-week observation window (73% of weeks active) with low volatility (0.2), showing the regular, sustained pattern of an ongoing operation rather than the short-lived bursts typical of structuring; the customer may be operating an undeclared cash business that, while requiring income declaration updates, follows legitimate trade rhythms.","{
  ""avg_deposit"": 118159,
  ""cash_vs_monthly_income"": 14.95,
  ""days_since_kyc"": 794,
  ""declared_annual_income"": 664000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.88,
  ""prior_alert_count"": 10,
  ""risk_rating"": ""LOW"",
  ""weekly_volatility"": 2.000000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 73.1
}",f8249f95e94a99be93ca2f8312fb07029fefcce952f232dff2f095e7168b64b5,5b740cd48e5bab5b1dc5117fe96ea8a823a39663539e0b8967ce499f6dec9246
546,531,CU-100711|2026-07-20,CU-100711,Customer 100711,SNDQF4326J,2026-07-20,927478.93,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      927,479 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","The cash volume is 89 times declared monthly income for a salaried banking employee—an occupation with no legitimate cash-handling justification. This extreme disproportion, combined with 36% immediate outward transfer via electronic channels, suggests classic layering: cash converted to bank credit then quickly moved to create distance from its source.","The activity spans 26 weeks with 50% of weeks showing cash deposits and moderate volatility (0.23), indicating an established, semi-regular pattern rather than a sudden burst. Legitimate side businesses or family trade operations often produce this kind of sustained, somewhat variable cash flow that employees don't always update in their occupation records, and the funds are majority-retained (64%) rather than immediately stripped out.","{
  ""avg_deposit"": 185496,
  ""cash_vs_monthly_income"": 89.04,
  ""days_since_kyc"": 961,
  ""declared_annual_income"": 125000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 1,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Salaried - Banking"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.36,
  ""prior_alert_count"": 5,
  ""risk_rating"": ""MEDIUM"",
  ""weekly_volatility"": 2.300000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 50
}",5dacfd8ef87fa39feb4b34157ee5c399d8267533cec5e89a932212a854368737,5ee74e8c8e228185857ba48b4ed7e2dc48e3f94ec8887489617df14185bad212
547,532,CU-100724|2025-06-30,CU-100724,Customer 100724,AMXQO2505I,2025-06-30,803062.59,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      803,063 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 12.95 times declared monthly income for a retired individual with no plausible cash-intensive business, making the activity grossly disproportionate to the stated profile.","Cash activity has been consistent over 26 weeks (present in 73% of weeks) with moderate volatility (0.23), suggesting an established pattern rather than sudden bursts typical of structuring, and only 57% is transferred out rather than the rapid full movement seen in layering.","{
  ""avg_deposit"": 133844,
  ""cash_vs_monthly_income"": 12.95,
  ""days_since_kyc"": 284,
  ""declared_annual_income"": 744000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 3,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.57,
  ""prior_alert_count"": 2,
  ""risk_rating"": ""MEDIUM"",
  ""weekly_volatility"": 2.300000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 73.1
}",c9d6bd8c667a85eb29c6a4ae594efe3a55b9bc1c0d54d22928a30f28fc28426c,f08c8a3ceb7367487f25466e1676f1571fa30d6205c1aac13b30f91d21ad1145
548,533,CU-100724|2025-08-04,CU-100724,Customer 100724,AMXQO2505I,2025-08-04,838758.86,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      838,759 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 13.53 times declared monthly income for a retired individual with no plausible cash-intensive business, and 57% of deposited cash is immediately transferred out via electronic channels—classic structuring behavior where cash is converted and quickly layered away.","Cash activity has been present for 24 weeks with moderate regularity (57.7% of weeks), showing a sustained pattern rather than a sudden burst, and the week-to-week volatility of 0.21 suggests relatively consistent volumes that could reflect an undeclared but stable income source like informal trade or family remittances common among retirees.","{
  ""avg_deposit"": 209690,
  ""cash_vs_monthly_income"": 13.53,
  ""days_since_kyc"": 319,
  ""declared_annual_income"": 744000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 3,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.57,
  ""prior_alert_count"": 2,
  ""risk_rating"": ""MEDIUM"",
  ""weekly_volatility"": 2.100000000000000e-01,
  ""weeks_since_cash_began"": 24,
  ""weeks_with_cash_activity_pct"": 57.7
}",05d59292a6b1e78f71c3fede4a50084819629c351072f84da733429bd560a6ca,05978e4106eed717d1f0eab47e3670f3c1f098cbb96ca206e7b4ccb62a4a5d6f
549,534,CU-100724|2025-08-18,CU-100724,Customer 100724,AMXQO2505I,2025-08-18,804582.27,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      804,582 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 12.98 times declared monthly income for a retired individual with no plausible cash-intensive business, and 50% of deposits sit just below round numbers suggesting deliberate threshold avoidance.","Cash activity has been consistent over 26 weeks with moderate volatility (0.21), suggesting an established pattern rather than a sudden burst, and only 56% is transferred out—meaning nearly half is retained, which is more consistent with genuine business liquidity needs than pure layering.","{
  ""avg_deposit"": 402291,
  ""cash_vs_monthly_income"": 12.98,
  ""days_since_kyc"": 333,
  ""declared_annual_income"": 744000,
  ""deposits_just_under_round_pct"": 50,
  ""distinct_branches_used"": 3,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.56,
  ""prior_alert_count"": 2,
  ""risk_rating"": ""MEDIUM"",
  ""weekly_volatility"": 2.100000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 61.5
}",3ec40c706b1702c3b375fc66edb1844d66fc5203915b3ba4a1fae96432c5bfcf,b1feb4d46be89a4f982a1e019f94ea923d49d2fdf36df70bdfe1bc7cbf0f76b3
550,535,CU-100724|2025-10-27,CU-100724,Customer 100724,AMXQO2505I,2025-10-27,827470.82,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      827,471 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 13.35 times declared monthly income for a retired individual with no plausible cash-intensive business, and 53% of deposited cash is immediately transferred out via electronic channels rather than retained for business expenses.","Cash activity has been present consistently over 26 weeks (46% of weeks) with relatively low volatility (0.21), suggesting an established pattern rather than sudden bursts, and only 33% of deposits sit just below round thresholds, which is not strongly indicative of deliberate structuring.","{
  ""avg_deposit"": 137912,
  ""cash_vs_monthly_income"": 13.35,
  ""days_since_kyc"": 403,
  ""declared_annual_income"": 744000,
  ""deposits_just_under_round_pct"": 33.3,
  ""distinct_branches_used"": 3,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.53,
  ""prior_alert_count"": 3,
  ""risk_rating"": ""MEDIUM"",
  ""weekly_volatility"": 2.100000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 46.2
}",2f3f09c8e0c91fda2e183bae6e1ccb1b8a7522b2a0d833f900ec77f1be1d8263,3ca3fadbdabbfb3a6e12f4ffade1a6b065c44cb7b9f6c77493dc10a9b4fc590f
551,536,CU-100724|2025-11-03,CU-100724,Customer 100724,AMXQO2505I,2025-11-03,881844.9,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      881,845 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 14.22 times declared monthly income for a retired individual with no plausible cash-intensive business, making the activity fundamentally disproportionate to the customer's stated profile and economic capacity.","Cash activity has been present consistently over 26 weeks (appearing in 46% of weeks) with relatively low volatility (0.19), suggesting an established pattern rather than sudden bursts typical of structuring, and only 53% is transferred out—meaning nearly half is retained in the account, consistent with operational business needs rather than pure layering.","{
  ""avg_deposit"": 293948,
  ""cash_vs_monthly_income"": 14.22,
  ""days_since_kyc"": 410,
  ""declared_annual_income"": 744000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 3,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.53,
  ""prior_alert_count"": 3,
  ""risk_rating"": ""MEDIUM"",
  ""weekly_volatility"": 1.900000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 46.2
}",efa1266a779ea1086b5ab7f6aa5a95e0102ffbf4608e7de7f42475171c4395ac,57221e2f13bb8bb57236c25ca8e1303970db1f7c9e1195425537e6bcfcc7a4c4
552,537,CU-100724|2026-02-02,CU-100724,Customer 100724,AMXQO2505I,2026-02-02,890928.98,0.62,PV-TM-STRUCT-002,1000000,PV-TM-STRUCT-003,800000,Para 4.2.1,"Aggregate cash of INR      890,929 fell below the threshold of INR    1,000,000 in force under PV-TM-STRUCT-002, so no alert was generated and no disposition exists. Under PV-TM-STRUCT-003 (threshold INR      800,000) the same activity would alert.","Cash volume is 14.37 times declared monthly income for a retired individual with no plausible cash-intensive business, representing an extreme and unexplained mismatch between declared profile and actual activity.","Cash activity has been consistent over 26 weeks (present in 50% of weeks with moderate volatility of 0.26), suggesting an established pattern rather than sudden bursts typical of structuring, and only 49% is transferred out while the rest is retained.","{
  ""avg_deposit"": 148488,
  ""cash_vs_monthly_income"": 14.37,
  ""days_since_kyc"": 501,
  ""declared_annual_income"": 744000,
  ""deposits_just_under_round_pct"": 0,
  ""distinct_branches_used"": 3,
  ""history_weeks_available"": 26,
  ""is_pep"": false,
  ""occupation"": ""Retired"",
  ""occupation_is_cash_trade"": false,
  ""outward_transfer_ratio"": 0.49,
  ""prior_alert_count"": 6,
  ""risk_rating"": ""MEDIUM"",
  ""weekly_volatility"": 2.600000000000000e-01,
  ""weeks_since_cash_began"": 26,
  ""weeks_with_cash_activity_pct"": 50
}",e77296345b3ca2ddbe03c14918e116eb658bad7b5cd145192beb4f1b4810fba8,33f19a04d720590a632b5e997a016140e65bf9c2b4449249f7824b227012c93b
